Time, Value
29484, 0.94
29494, 0.94
29503, 0.95
29512, 0.95
29522, 0.95
29532, 0.95
29540, 0.95
29552, 0.94
29563, 0.94
29572, 0.94
29582, 0.95
29592, 0.95
29601, 0.95
29610, 0.96
29620, 0.96
29631, 0.96
29640, 0.96
29648, 0.96
29659, 0.96
29667, 0.96
29676, 0.96
29688, 0.96
29696, 0.96
29705, 0.95
29716, 0.96
29725, 0.96
29734, 0.96
29743, 0.95
29754, 0.95
29763, 0.96
29772, 0.96
29783, 0.95
29793, 0.96
29801, 0.96
29812, 0.96
29820, 0.96
29829, 0.96
29839, 0.96
29847, 0.96
29858, 0.96
29868, 0.96
29876, 0.96
29888, 0.96
29896, 0.96
29904, 0.96
29916, 0.96
29924, 0.96
29933, 0.96
29943, 0.96
29953, 0.96
29962, 0.96
29971, 0.96
29982, 0.96
29992, 0.96
30000, 0.96
30011, 0.96
30021, 0.97
30029, 0.97
30039, 0.96
30049, 0.96
30058, 0.96
30069, 0.96
30079, 0.96
30089, 0.96
30099, 0.96
30108, 0.96
30118, 0.96
30127, 0.96
30135, 0.96
30145, 0.96
30156, 0.96
30165, 0.96
30175, 0.96
30186, 0.95
30196, 0.95
30207, 0.95
30218, 0.95
30228, 0.95
30238, 0.95
30248, 0.94
30259, 0.94
30268, 0.95
30279, 0.95
30288, 0.95
30298, 0.95
30308, 0.94
30319, 0.94
30329, 0.94
30340, 0.94
30350, 0.94
30361, 0.94
30371, 0.94
30382, 0.94
30393, 0.95
30401, 0.95
30411, 0.95
30423, 0.95
30432, 0.95
30441, 0.95
30453, 0.94
30463, 0.95
30473, 0.95
30484, 0.94
30495, 0.95
30505, 0.95
30516, 0.95
30526, 0.95
30536, 0.95
30547, 0.95
30556, 0.95
30567, 0.95
30578, 0.95
30587, 0.96
30597, 0.96
30608, 0.96
30618, 0.96
30628, 0.96
30638, 0.96
30649, 0.96
30658, 0.96
30668, 0.96
30679, 0.95
30688, 0.95
30699, 0.95
30708, 0.95
30721, 0.95
30732, 0.96
30743, 0.96
30753, 0.96
30764, 0.96
30774, 0.97
30785, 0.97
30795, 0.96
30805, 0.96
30815, 0.96
30825, 0.96
30835, 0.96
30845, 0.96
30853, 0.96
30862, 0.96
30873, 0.97
30882, 0.96
30891, 0.96
30901, 0.96
30909, 0.96
30920, 0.96
30929, 0.96
30939, 0.96
30951, 0.97
30961, 0.96
30978, 0.96
30990, 0.96
31000, 0.96
31011, 0.96
31021, 0.97
31030, 0.97
31041, 0.97
31051, 0.97
31060, 0.97
31071, 0.97
31079, 0.97
31088, 0.97
31097, 0.97
31107, 0.97
31119, 0.97
31128, 0.97
31138, 0.97
31148, 0.97
31157, 0.96
31171, 0.96
31183, 0.96
31194, 0.96
31205, 0.96
31217, 0.96
31228, 0.96
31239, 0.96
31252, 0.96
31261, 0.97
31273, 0.97
31283, 0.97
31292, 0.96
31303, 0.96
31314, 0.96
31324, 0.96
31335, 0.96
31344, 0.96
31354, 0.96
31364, 0.96
31374, 0.96
31382, 0.96
31392, 0.96
31403, 0.96
31411, 0.96
31423, 0.96
31435, 0.96
31443, 0.97
31453, 0.97
31462, 0.97
31472, 0.97
31482, 0.97
31492, 0.97
31501, 0.97
31512, 0.97
31520, 0.97
31529, 0.97
31540, 0.96
31549, 0.96
31558, 0.96
31570, 0.96
31578, 0.96
31587, 0.96
31597, 0.96
31605, 0.96
31615, 0.96
31624, 0.96
31634, 0.96
31644, 0.96
31652, 0.96
31663, 0.96
31673, 0.96
31682, 0.96
31692, 0.96
31701, 0.96
31711, 0.96
31721, 0.96
31729, 0.96
31740, 0.96
31748, 0.96
31757, 0.96
31769, 0.96
31779, 0.96
31788, 0.96
31799, 0.96
31807, 0.96
31817, 0.97
31827, 0.96
31837, 0.96
31847, 0.96
31856, 0.95
31867, 0.95
31877, 0.95
31885, 0.95
31896, 0.95
31905, 0.95
31913, 0.95
31924, 0.95
31933, 0.95
31941, 0.95
31951, 0.95
31959, 0.95
31970, 0.95
31979, 0.95
31988, 0.95
31999, 0.94
32007, 0.94
32017, 0.95
32025, 0.95
32036, 0.95
32045, 0.95
32053, 0.95
32065, 0.95
32075, 0.95
32083, 0.95
32094, 0.94
32103, 0.94
32111, 0.94
32121, 0.94
32131, 0.95
32140, 0.95
32151, 0.94
32160, 0.95
32169, 0.95
32179, 0.95
32189, 0.95
32198, 0.95
32211, 0.95
32221, 0.95
32231, 0.95
32241, 0.95
32251, 0.95
32261, 0.95
32271, 0.95
32281, 0.95
32292, 0.95
32301, 0.95
32311, 0.95
32321, 0.95
32332, 0.95
32341, 0.95
32351, 0.95
32361, 0.95
32370, 0.95
32381, 0.95
32391, 0.95
32400, 0.95
32409, 0.95
32420, 0.95
32433, 0.95
32443, 0.95
32453, 0.95
32462, 0.95
32471, 0.95
32481, 0.95
32492, 0.95
32500, 0.95
32509, 0.95
32521, 0.95
32529, 0.95
32540, 0.95
32550, 0.94
32561, 0.95
32570, 0.95
32579, 0.94
32589, 0.94
32599, 0.95
32608, 0.94
32617, 0.94
32628, 0.94
32638, 0.94
32647, 0.94
32658, 0.94
32666, 0.94
32676, 0.95
32685, 0.95
32695, 0.95
32704, 0.95
32712, 0.95
32723, 0.95
32733, 0.95
32741, 0.95
32754, 0.95
32764, 0.95
32772, 0.95
32782, 0.95
32790, 0.95
32799, 0.95
32809, 0.95
32817, 0.95
32828, 0.95
32836, 0.95
32846, 0.95
32856, 0.95
32865, 0.95
32874, 0.95
32882, 0.95
32893, 0.95
32903, 0.94
32911, 0.94
32922, 0.95
32933, 0.95
32941, 0.95
32952, 0.95
32962, 0.95
32970, 0.95
32980, 0.95
32990, 0.95
32999, 0.95
33009, 0.95
33019, 0.95
33029, 0.95
33038, 0.94
33050, 0.94
33061, 0.94
33069, 0.94
33079, 0.94
33090, 0.94
33099, 0.95
33108, 0.95
33118, 0.95
33128, 0.95
33137, 0.95
33145, 0.96
33156, 0.96
33166, 0.95
33175, 0.95
33186, 0.95
33195, 0.95
33203, 0.95
33213, 0.95
33224, 0.95
33233, 0.95
33244, 0.95
33254, 0.95
33264, 0.95
33275, 0.95
33285, 0.95
33295, 0.95
33305, 0.95
33317, 0.96
33327, 0.96
33337, 0.95
33349, 0.95
33360, 0.95
33370, 0.95
33380, 0.96
33390, 0.96
33399, 0.95
33408, 0.95
33419, 0.95
33429, 0.94
33438, 0.95
33447, 0.95
33458, 0.95
33466, 0.95
33478, 0.95
33488, 0.94
33497, 0.94
33505, 0.94
33517, 0.94
33527, 0.95
33536, 0.95
33548, 0.95
33556, 0.95
33566, 0.95
33574, 0.96
33585, 0.96
33594, 0.95
33602, 0.95
33613, 0.95
33623, 0.95
33631, 0.95
33641, 0.95
33649, 0.95
33657, 0.95
33668, 0.95
33679, 0.95
33688, 0.95
33704, 0.95
33715, 0.95
33724, 0.95
33734, 0.95
33744, 0.95
33753, 0.95
33763, 0.94
33772, 0.94
33782, 0.94
33792, 0.94
33800, 0.94
33811, 0.94
33820, 0.95
33829, 0.95
33840, 0.95
33850, 0.95
33860, 0.95
33871, 0.95
33880, 0.95
33888, 0.95
33897, 0.95
33907, 0.95
33916, 0.95
33926, 0.95
33936, 0.95
33945, 0.95
33954, 0.95
33965, 0.95
33974, 0.95
33984, 0.95
33993, 0.95
34002, 0.95
34013, 0.94
34022, 0.94
34030, 0.95
34040, 0.95
34051, 0.94
34059, 0.95
34068, 0.95
34079, 0.95
34087, 0.95
34097, 0.95
34107, 0.95
34116, 0.95
34126, 0.95
34136, 0.95
34145, 0.94
34154, 0.94
34163, 0.94
34174, 0.94
34183, 0.94
34193, 0.94
34203, 0.95
34212, 0.95
34221, 0.95
34229, 0.95
34238, 0.95
34249, 0.95
34258, 0.95
34267, 0.95
34278, 0.95
34287, 0.95
34297, 0.95
34307, 0.95
34317, 0.95
34326, 0.95
34335, 0.95
34346, 0.95
34357, 0.95
34365, 0.95
34376, 0.95
34384, 0.95
34393, 0.95
34405, 0.96
34413, 0.96
34423, 0.96
34434, 0.95
34442, 0.95
34452, 0.95
34460, 0.95
34471, 0.95
34480, 0.95
34489, 0.95
34499, 0.95
34509, 0.95
34517, 0.95
34527, 0.95
34536, 0.94
34546, 0.94
34557, 0.94
34565, 0.94
34576, 0.94
34585, 0.94
34593, 0.94
34604, 0.94
34613, 0.94
34623, 0.94
34632, 0.95
34641, 0.95
34651, 0.95
34661, 0.95
34671, 0.95
34680, 0.95
34687, 0.95
34699, 0.95
34708, 0.95
34717, 0.95
34727, 0.95
34738, 0.95
34746, 0.95
34756, 0.94
34767, 0.94
34777, 0.94
34786, 0.94
34795, 0.94
34806, 0.94
34816, 0.94
34825, 0.94
34834, 0.95
34845, 0.94
34853, 0.94
34863, 0.94
34873, 0.94
34883, 0.94
34894, 0.94
34904, 0.94
34913, 0.94
34922, 0.94
34932, 0.94
34941, 0.94
34950, 0.95
34958, 0.95
34969, 0.95
34978, 0.95
34987, 0.95
34998, 0.95
35006, 0.95
35015, 0.95
35026, 0.95
35036, 0.95
35045, 0.95
35060, 0.95
35071, 0.95
35082, 0.95
35092, 0.95
35101, 0.95
35111, 0.95
35121, 0.95
35131, 0.95
35142, 0.95
35152, 0.95
35161, 0.94
35171, 0.94
35181, 0.94
35189, 0.94
35200, 0.95
35208, 0.94
35218, 0.94
35229, 0.94
35237, 0.94
35246, 0.94
35254, 0.94
35265, 0.94
35274, 0.94
35282, 0.94
35294, 0.94
35303, 0.94
35311, 0.94
35322, 0.94
35332, 0.94
35341, 0.94
35352, 0.94
35360, 0.94
35370, 0.94
35380, 0.94
35389, 0.94
35400, 0.94
35408, 0.95
35419, 0.95
35431, 0.95
35439, 0.95
35448, 0.95
35456, 0.95
35467, 0.95
35477, 0.95
35485, 0.95
35496, 0.95
35506, 0.94
35515, 0.94
35526, 0.94
35535, 0.94
35543, 0.94
35555, 0.94
35563, 0.94
35572, 0.94
35582, 0.94
35591, 0.94
35600, 0.94
35609, 0.95
35618, 0.95
35628, 0.94
35637, 0.95
35646, 0.95
35656, 0.95
35665, 0.95
35675, 0.95
35683, 0.96
35694, 0.96
35703, 0.95
35712, 0.95
35725, 0.95
35734, 0.95
35742, 0.95
35752, 0.96
35763, 0.96
35771, 0.96
35780, 0.96
35791, 0.95
35800, 0.95
35809, 0.95
35819, 0.95
35829, 0.95
35839, 0.95
35847, 0.95
35858, 0.95
35866, 0.95
35875, 0.95
35887, 0.95
35895, 0.95
35904, 0.95
35913, 0.96
35923, 0.96
35935, 0.96
35943, 0.96
35953, 0.96
35964, 0.95
35973, 0.95
35982, 0.95
35992, 0.95
36001, 0.95
36010, 0.95
36020, 0.95
36030, 0.96
36039, 0.95
36047, 0.95
36059, 0.95
36067, 0.95
36076, 0.95
36088, 0.95
36097, 0.95
36105, 0.95
36115, 0.95
36126, 0.95
36135, 0.95
36144, 0.95
36155, 0.95
36164, 0.95
36173, 0.95
36184, 0.95
36194, 0.95
36201, 0.95
36211, 0.95
36220, 0.95
36231, 0.95
36239, 0.95
36248, 0.95
36260, 0.95
36268, 0.95
36278, 0.95
36289, 0.95
36297, 0.95
36306, 0.95
36316, 0.95
36325, 0.95
36335, 0.95
36343, 0.95
36354, 0.95
36364, 0.95
36373, 0.95
36383, 0.95
36392, 0.95
36402, 0.95
36413, 0.95
36427, 0.94
36437, 0.94
36446, 0.94
36457, 0.94
36466, 0.94
36474, 0.95
36482, 0.95
36493, 0.95
36503, 0.95
36511, 0.95
36523, 0.95
36533, 0.95
36541, 0.95
36553, 0.95
36562, 0.95
36570, 0.95
